name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
Nagoya University ,201-225,,45.5,21.2,33.1,39.2,43.8,"With three campuses, the main one being Higashiyama, around Japan's fourth-largest city, the university caters for more than 16,000 students grouped into nine schools for undergraduates and 13 for graduates, plus three research institutes. It was founded in 1947, although it has roots in a medical school established in the 1870s."
University of Otago ,201-225,,24.5,88.8,27.8,28.0,48.0,"They call Otago students ""Scarfies"", owing to the advisability of all-embracing neckwear in chilly southern winters. New Zealand's oldest university (1869) was the first in Australasia to admit women for law degrees. Attended by 20,000 students tended by some 3,700 staff, Dunedin claims the most extensive residential quarters of any academic institution in the region."
Northeastern University ,201-225,,30.4,38.0,31.1,18.9,70.0,"Northeastern is a private research institution based in the heart of Boston. It engages in experiential learning, urban engagement and interdisciplinary research that all aim to meet global and societal needs. It has more than 203,000 alumni worldwide."
National Tsing Hua University ,201-225,,42.7,17.7,46.8,44.5,39.7,"NTHU was set up in 1956 as a re-establishment of an earlier namesake founded in the Tsung Hua Garden of Beijing in 1911. NTHU's 260-acre parkland campus 45 miles south of Taipei accommodates some 11,700 students taught from seven colleges."
University of South Carolina ,201-225,,34.3,26.0,27.3,29.3,52.1,"The state's flagship university, which opened in 1801, survived the Civil War, although prominent antebellum graduates had spearheaded the push for secession. Today, 350 study programmes in 14 degree-granting colleges and schools are taught by some 1,600 faculty members to more than 28,400 students on its historic 359-acre city-centre campus."
Universität Ulm,201-225,,40.8,50.8,69.8,18.8,46.7,"The University of Ulm is ninth university to be established in the German state of Baden-Wuerttemberg. Initial ideas for the establishment of the institution emerged in the 50s but it was not until 1967 that it was officially founded. This small university currently has around 7,000 students and is divided into four faculties."
Technion Israel Institute of Technology ,201-225,,38.7,48.9,33.6,45.0,34.0,"When it opened in 1924, the Technion was the only higher-learning science institution in Palestine. Its original premises are now used by the Israel Museum of Science, Technology and Space. Originally, the institution's focus was on natural sciences, engineering and architecture. Three Nobel laureates teach at today's 12,500-student 327-acre Mount Carmel campus - Avram Hershko, Aaron Ciechanover (Faculty of Medicine) and Prof. Dan Shechtman (Department of Materials Science & Engineering)., "
Umeå University ,201-225,,20.8,52.0,26.3,29.2,59.4,
University of Strasbourg ,201-225,,26.7,70.4,32.1,17.3,70.3,"Anchored in the European Higher Education Area, the University of Strasbourg, based in the Alsatian metropolis with its 42,000 students from 150 different countries, 2,700 professors and over 2,000 staff, is one of the leading universities in Europe and a strong challenger in the international competition., "
Western University,201-225,,38.8,55.7,41.9,34.3,38.5,"Since 1878, Western University has combined academic excellence with life-long opportunities for intellectual, social and cultural growth. An academically competitive, research-intensive university, Western challenges the best and brightest faculty, staff and students to commit to the highest global standards. Western is home to 12 faculties and schools including the Richard Ivey School of Business and the Schulich School of Medicine & Dentistry."
University of Waterloo ,201-225,,35.8,62.1,32.7,44.2,32.5,"In just half a century, the University of Waterloo, located at the heart of Canada’s technology hub, has become a leading comprehensive university with 34,000 full- and part-time students in undergraduate and graduate programs.,Consistently ranked Canada’s most innovative university, Waterloo is home to advanced research and teaching in science and engineering, health, environment, arts and social sciences. From quantum computing and nanotechnology to clinical psychology and health sciences research, Waterloo brings ideas and brilliant minds together, inspiring innovations with real impact today and in the future.,As home to the world's largest post-secondary co-operative education program, Waterloo embraces its connections to the world and encourages enterprising partnerships in learning, research, and commercialization. With campuses and education centres on four continents, and academic partnerships spanning the globe, Waterloo is shaping the future of the planet., "
Tulane University ,201-225,,28.0,29.8,,34.1,58.8,"In 2004, the founders of Netscape and Yahoo! donated $60 million to Tulane's endowment, its largest gift yet. Its predecessor was the South's second medical college, founded in 1834 to counter the threat of exotic diseases. The Civil War and Hurricane Katrina closed it down temporarily, but today it thrives with more than 1,100 faculty and around 11,100 students."
Universität Würzburg ,201-225,,31.3,44.0,27.9,18.0,63.0,"Johannes Trithemius blamed the early demise of Würzburg's first incarnation (established in 1402) on students' dissolute lifestyle - their bathing, loving, brawling, gambling, inebriation ""and general pandemonium"". Some 180 years later, a more durable attempt was made. Today, some 21,000 students (3,100 postgraduates) learn in the place where Röntgen's X-ray research won him the first Nobel Prize in Physics in 1901."
Aston University ,350-400,,16.2,84.5,26.8,19.9,11.7,"Founded as Aston Business School in 1895 and a university since 1966, this West Midlands fixture boasts strong links to industry and commerce. Its 40-acre campus houses 9,500 students and an academic staff of 400 grouped into four schools: business; engineering and applied science; languages and social sciences; and life and health sciences."
Auburn University ,350-400,,33.7,22.5,47.3,18.7,10.3,"Founded as the East Alabama Male College in 1856, the institution's first female undergraduates were admitted in 1892, with its name changing to the Alabama Polytechnic Institute in 1899. Given its current title in 1960, its 1,841-acre campus houses 46,000 students offered 140 degree programmes by a faculty of around 1,170 in 14 schools and colleges."
University of Bari Aldo Moro ,350-400,,23.1,30.5,30.6,17.4,35.1,"In the city where they laid Santa Claus' weary bones to rest in 1087 (St Nicholas, if you prefer), this state-supported university offers 70,000 students a tertiary-level education. Founded in 1925, it is organised into 12 faculties, including mathematics; physics and natural science; political science; and foreign languages and literature."
University of Coimbra ,350-400,,20.6,55.8,29.4,11.6,27.4,"Established in 1290, the University of Coimbra is the oldest university in Portugal. It has about 20,000 students, including one of the largest communities of international students in the country."
Clemson University ,350-400,,20.8,28.5,30.8,17.0,25.5,"From its opening in 1893 until 1955, Clemson was an all-male military college set up on the rolling South Carolina plantation of the man who gave it his name. Today it is a modern co-educational university with 19,000 ""Tigers"" and nearly 3,000 staff in five colleges offering 80 undergraduate and 110 graduate programmes."
Curtin University ,350-400,,17.1,91.4,31.3,12.3,28.7,"Named after John Curtin, Australia's visionary Second World War-era prime minister, the university is spread over nine campuses, including sites in Sarawak, Singapore and Sydney, where 42,000 students and 3,400 staff are grouped into five faculties: Aboriginal studies; business; health sciences; humanities; and science and engineering."
Flinders University ,350-400,,18.2,59.9,36.2,19.1,20.3,"Founded in 1966 and opened by Queen Elizabeth, the late Queen Mother, Flinders University was established during a period of rapid expansion in Australian higher education. In 2010, it had 15,295 Australian and 3,540 overseas students."
Deakin University ,350-400,,17.7,56.3,27.9,16.8,26.2,"Deakin is a multi-award winning university with world-class research facilities including expert lecturers and researchers, terrific campuses and successful graduates. Deakin is Australia's ninth largest university with over 43,000 students, of whom approximately one in five are international students from over 100 countries.,Deakin is located in the capital city of Melbourne, voted the world’s most liveable city*, which has a population of four million people. It’s exciting, vibrant and famous for its music festivals, free community-based activities, performing arts, excellent shopping and beautiful parks which attract visitors from around the globe. World-class sporting facilities draw international events such as the Australian Grand Prix, Australian Tennis Open and the International Cricket Test series.,* ,Deakin has received many academic awards and high rankings by various independent research organisations, including:,Deakin has four campuses providing convenience and accessibility to many areas of Victoria, Australia. Each location provides a unique, vibrant and friendly study experience.,Deakin's campuses have a strong presence in the local community and are accessible by public transport or car.,Each Deakin campus offers a unique atmosphere and a large range of facilities including:,Deakin has 17 schools in four faculties offering you over 550 courses, including a large range of research institutes and strategic centers. Deakin courses are flexible to suit your career objectives and other commitments. You can choose to study full-time on-campus, off-campus overseas, or even fast-track your studies by studying a third trimester over summer. Many courses allow you to study online and enroll in electives from other study areas to meet your career needs.,Our teaching and research staff are experts in their fields, with broad international links and experience. This means you have access to the latest information and resources.,Deakin's facilities are constantly evolving so you can access and get practice in using the latest tools and technologies.,The , at the Melbourne Burwood Campus, and the 'new generation' library learning spaces at the Geelong Waurn Ponds Campus are just two of our latest developments.,The , is a unique resource and facility for research aimed at industry co-operation and research application.,Deakin is the perfect place for you to do your research degree, with a great a range of established institutes and strategic centers.,Deakin supervisors are highly regarded in academia and in the industry, so you’ll graduate with the latest knowledge in your chosen field.,Providing excellent support for research students is very important to us. Many of our research students have opportunities to work with partner collaborators nationally and internationally, speak at international conferences and use world-class facilities within Australia and other countries.,You can pursue postgraduate research studies in three different ways:,Deakin received the highest rating possible for its research in:,To discover more about Deakin’s research strengths, ,.,At Deakin we want you to have a meaningful learning experience while enjoying all that university life has to offer.,The Global Citizenship project and Study Abroad and Exchange opportunities will assist you in communicating to future employers the additional skills you can offer in this increasingly globalised world. The Global Citizenship Program involves a combination of different international activities such as:,Our Language and Learning Advisers help students develop their academic skills such as writing essays and reports or preparing for exams. Free workshops, seminars and study resources are also available on campus or online.,Deakin provides excellent educational and support services to assist you with your transition into and throughout university life, as well as programs to help you overcome difficulties and barriers associated with coming to and staying at university., who are familiar with many of the challenges you face in making Australia your home and therefore hope to be your first point of contact at Deakin.,The support services for students are very comprehensive and well thought out to make your study journey as nurturing as possible. , from careers and employment advice, financial assistance to counseling and personal development.,Get out there and get amongst it. Try new things, meet new people.,You can gain professional experience before finishing your degree by becoming a , Representative.,DUSA provides students with the opportunity to enjoy heaps of short courses, trips & tours and entertainment. Some activities like the responsible serving of alcohol course may assist with professional and personal development while others just let you relax, have a break from studies, meet new people and have a laugh., - you can choose to live on campus in modern student accommodation, or we can help you find private accommodation close to your campus., - designed with the needs of rural, regional, interstate and international students in mind., - get help and support finding private accommodation close to your campus.,If you don’t quite meet the admission requirements for Deakin, it doesn’t mean you have to miss out.,Deakin has two on-campus pathways that can help you apply for an award course. You would also get access to university campus facilities and services, which is a unique feature of these pathways. Both of the below pathways are offered in two locations - Melbourne and Geelong.,You will automatically be eligible for placement at DUELI if you meet Deakin University’s academic entrance criteria, but do not meet the English language requirements.,DUELI is ranked number one for Overall Learning Satisfaction* and is part of Deakin University, so you have access to a wide range of university services and facilities. This includes the library services, health and counseling and the use of sporting facilities.,DUELI can help prepare you for entry to degree-level study at Deakin University and other tertiary institutions in Australia. DUELI also offers English language programs if you want to develop English skills for personal or professional development. DUELI courses are task-based so you can develop the English skills needed to achieve success.,DUELI is accredited by the National ELICOS Accreditation Scheme (NEAS) and is a member of University English Centres Australia and English Australia.,If you don’t meet the admission requirements for Deakin or need to supplement your previous studies, an MIBT diploma can help fast-track your studies.,Some MIBT diplomas are equivalent to the first year of a Deakin undergraduate degree and may mean you can enter straight in to second year. MIBT to Deakin may be your answer.,You can apply for a wide range of scholarships to help you pay your university fees. We also recognise high-achieving students with a wide range of academic excellence scholarships, prizes and awards.,Scholarships are for full-time, on-campus international students and are awarded on the basis of academic merit.,You must be eligible to apply for your selected program and be citizens of a country other than Australia or New Zealand. Additional eligibility requirements may apply for selected scholarships."
Georgia State University ,350-400,,19.6,27.9,39.1,20.2,34.4,"Georgia State University was founded in 1913. It has 62 fields of study with 250 programmes offered by six colleges. The economic impact of the university is estimated at $1.4 billion a year. In autumn 2010 it had about 31,500 postgraduates and undergraduates."
Griffith University ,350-400,,15.7,79.0,30.7,16.2,20.3,"Opening its architectural award-winning doors on 470 acres of sculpted Queensland bush at Nathan in 1975, Griffith, named after one of the architects of Australian federation, now has four additional campuses, more than 300 degree courses, 3,700 academics and more than 37,000 students."
Leibniz Universität Hannover ,350-400,,28.2,51.4,38.9,15.9,21.7,"The scholar Karl Karmarsch founded the university in 1831. It started with 64 students and today has 21,000 studying the natural sciences and engineering, the humanities and social sciences, law and economics."
Harbin Institute of Technology ,350-400,,29.0,21.0,97.2,12.5,21.0,"Set up in 1920 to train railway engineers after Harbin in the far north-east of China was linked to the Trans-Siberian Railway, HIT now boasts 18 research stations and is a member of the C9 League. Its main campus and two satellites feature 21 schools and departments offering 300 programmes. It has around 42,700 students and some 3,000 scholars."
Heriot-Watt University ,350-400,,21.5,82.6,41.1,16.2,18.8,"Founded in 1821, Heriot-Watt had the world's first Mechanics Institute. It has around 1,600 members of staff, including more than 440 academics. It offers more than 400 programmes through six academic schools and two postgraduate institutes."
University of Idaho ,350-400,,29.4,27.4,25.5,16.2,24.0,"The university opened its doors in October 1892, when it welcomed 40 students and one professor, John Edwin Ostrander. Theodore Roosevelt was the first US president to visit the campus in 1911 and planted the first tree in Presidential Grove. Today, the institution is home to nearly 12,000 students and around 1,300 staff."
Kansas State University ,350-400,,20.9,23.6,36.0,13.8,33.9,"Founded in 1863, Kansas State University was one of the US' first land-grant colleges. Its graduate school offers 65 master's and 45 doctoral programmes in multiple disciplines. Earl Woods, Kansas State alumnus and father of golfer Tiger Woods, was one of the first African-Americans to play college sports in the US."
University of Kent ,350-400,,15.6,82.5,26.5,18.5,19.1,"In 2004, a joint venture with four universities across the Channel created the first Franco-British higher education facility, the Reau Universitaire Transmanche (Cross-Channel Universities Network). The following year, Kent, set up in 1965, diversified its home base, establishing a second campus at Chatham Maritime, Medway. Forty per cent of its students study social sciences."
Hiroshima University ,350-400,,27.7,18.8,39.4,16.3,20.1,"Rising out of the ashes of the atomic bomb through the amalgamation of several pre-war schools in 1949, the phoenix is appropriately Hiroshima's symbol. Its three campuses house 11 faculties, 12 graduate schools and three research institutes, which cater for nearly 20,000 students served by around 1,800 scholars."
La Trobe University ,350-400,,19.0,71.3,28.9,19.5,13.6,"Named after Charles La Trobe, the first governor of the new colony of Victoria in 1851, the university opened its doors in 1967. Spread over seven campuses, 25,700 students are taught by 2,700 staff in five faculties: education; health sciences; humanities and social sciences; law and management; and science, technology and engineering."
Loughborough University ,350-400,,27.9,66.7,39.4,25.7,9.2,"Receiving its charter in 1966 as the Loughborough University of Technology, it began as a small technical institute founded in 1909. Renamed in 1996, its 437 acres now form one of the largest single-site campuses in the UK, with more than 16,000 students and over 1,000 academic staff divided into 18 departments."
Kobe University ,350-400,,28.3,18.1,33.5,15.5,24.3,"Located in the green foothills of Mount Rokko overlooking the port city, Kobe was founded in 1949. It added a medical school in 1964, agriculture in 1966 and mercantile marine studies in 2003. Today, it has more than 16,000 students and an academic staff of around 1,330 scholars."
Mahidol University ,350-400,,29.9,45.0,29.0,14.7,20.9,"With two faculties of medicine and four teaching hospitals, Mahidol's pedigree began with the setting up of Siriraj Hospital in 1888. Renamed in 1969, its three campuses and three regional satellites house a further 15 faculties, 16 colleges and seven research institutes. The university's 3,100 academic staff serve 26,500 students."
Massey University ,350-400,,17.4,77.8,,17.2,24.5,"Named after New Zealand PM William Massey, the university began life as an agricultural college in 1928. Expansion brought university status in 1964 and later new campuses in Auckland and Wellington. More than 36,000 students are taught by around 1,100 staff in five colleges: business; creative arts; education; humanities and social sciences; and science."
Michigan Technological University ,350-400,,21.2,32.3,41.9,13.8,24.8,"Located in the heart of Copper County, once the greatest producer of the metal in the world, Michigan Tech started life in 1885 as a mining school. It achieved university status in 1964: today, its 925-acre campus accommodates some 7,000 students and a 445-strong faculty. It also has a 4,000-acre forestry research centre in Alberta."
National Central University ,350-400,,24.7,22.2,78.6,21.4,27.1,"NCU moved to its hilltop campus in Jhongli, 50 miles east of Taipei, in 1968, although its roots lie in early 20th-century Nanjing. It has 11,800 students and a full-time faculty of more than 740 in seven colleges: liberal arts; science; engineering; management; electrical engineering and computer science; earth sciences; and hakka studies."
Liverpool John Moores University ,350-400,,12.3,52.6,26.9,9.3,48.4,"Liverpool John Moores University can trace its origins back to 1825 and the foundation of the Liverpool Mechanics' School of Art. It gained university status in 1992 and now has four academic faculties on three main campuses, 24,000 students and around 2,800 academic staff."
New Jersey Institute of Technology,350-400,,17.1,41.3,37.5,14.5,26.4,"Thomas Edison had a lab on Ward Street and Newark was already one of the US' industrial hubs when in 1881 it set up its technical school, which by 1975 had developed into NJIT. Its 45-acre campus has around 8,800 students and about 400 full-time scholars offering 44 bachelor's, 49 master's and 19 doctoral programmes."
National Taiwan Ocean University ,350-400,,12.5,14.3,68.0,19.7,31.0,"Established in 1953, the National Taiwan Ocean University in Keelung specialises in marine sciences and technology. It has a total of six colleges, comprising 15 departments and 12 graduate institutes. It had 646 staff and 8,542 students in 2010."
"National University of Ireland, Maynooth ",350-400,,22.9,74.8,27.1,18.6,22.1,"After 200 years of education, Maynooth was granted full autonomy in 1997 as a member of the federal National University of Ireland. Today, it has 8,400 registered students across 26 academic departments and three faculties. It is the Republic of Ireland's fastest-growing university and recently benefited from a 100 million building programme. One of its alumni, Daniel Mannix, a former Maynooth president, later became Archbishop of Melbourne."
Old Dominion University ,350-400,,17.1,27.3,,12.5,46.9,"ODU's 185-acre campus in Norfolk, Virginia (home to the world's largest naval base) and three satellites accommodate more than 24,000 students and offer 69 bachelor's, 55 master's, 41 doctoral and two educational specialist degrees. It achieved university status in 1969 after splitting from the College of William and Mary in nearby Williamsburg in 1962."
New University of Lisbon ,350-400,,18.0,48.3,38.3,10.9,28.3,"Founded in 1973, the New University of Lisbon is the youngest of Portugal's three state institutions. It has nine academic units - including science and technology, social sciences, economics and management, law, humanities, and life sciences and medicine (incorporating tropical and public health) - and more than 15,000 students."
"National University of Ireland, Galway ",350-400,,17.9,72.6,32.7,12.2,31.3,"With strong connections to the Irish language, OGaillimh began life as Queen's College in 1845. Becoming a university college in 1907, it was renamed in 1997. Strong in internet-technology research, it has five colleges, 2,200 academics and 16,000 students."
Université Paris 13 ,350-400,,13.4,59.9,24.2,11.8,39.4,"Université Paris 13 is one of the member universities of the Sorbonne Paris research higher education cluster. It has close to 22,000 students over four campuses. Its nine teaching units cover five main fields of study: human and social sciences; science, technologies and health; culture and communication; law, economics and management; and arts, literature and languages."
Kyung Hee University ,350-400,,37.1,31.4,79.9,17.9,6.6,"Unique to East Asia, Kyung Hee opened its peace institute on a dedicated 12-acre site in 1984. Founded as a college in 1949, it moved to its 245-acre Seoul campus as a private university in 1952, adding its 510-acre Global campus in 1979. Today, a faculty of some 3,140 educate a total student body of around 23,000."
Polytechnic University of Catalonia ,350-400,,23.0,42.0,44.6,12.5,23.3,"Specialising in architecture, science and engineering, UPC has the highest number of international PhD and master's students in the Spanish academy. It was founded in 1971."
Polytechnic University of Turin ,350-400,,19.3,32.4,67.6,12.1,29.1,"In 1859, a technical school for engineers was set up in the Castello del Valentino. Today, the 17th-century palace houses the architecture department of the Politecnico, founded in 1906, while engineers are housed at the Corso Duca degli Abruzzi campus. More than 28,000 students supervised by an academic staff of 900 can choose from 116 courses."
Pontifical Catholic University of Chile ,350-400,,17.1,45.5,29.7,16.3,30.1,"The Pontifical Catholic University of Chile was founded in 1888. It has 18 faculties on four campuses distributed throughout Santiago. It has around 2,800 faculty members, and 550 research projects are conducted there every year. It offers training in the humanities and in technological and applied fields such as business, accounting and chemistry."
Saint Petersburg State University ,350-400,,37.6,38.1,26.0,19.7,3.1,"SPBU's claim to be Russia's oldest university is disputed by Moscow State because it closed in 1803 and was refounded in 1819. What is not disputed is its later prestige: Vladimir Putin and his successor, Dmitry Medvedev, both studied law here. Ayn Rand was a history honours graduate in 1924. Today, 15,000 staff serve 39,000 students."
Polytechnic University of Valencia ,350-400,,19.6,23.6,36.6,9.8,45.3,"The Polytechnic University of Valencia was founded in 1971. It has 44 departments, nearly 37,800 students, 2,600 teaching and research staff, 1,700 administrative and services personnel, 10 schools and three faculties."
University of South Australia ,350-400,,20.6,81.8,87.7,18.0,19.4,"The University of South Australia is a globally focused, locally engaged institution established on the dual principles of equity and excellence. With more than 33,000 students the University offers a quality educational experience that is innovative, world-class and built on more than 150 years of teaching, learning and research excellence.,Almost 70 per cent of academic staff hold doctorates, which puts the University in the top 10 universities in Australia on this criterion. Teachers are experts in their fields and passionate about sharing their knowledge and a number of the teaching staff are recipients of prestigious local and national teaching awards.,Programs are designed in close consultation with industry and professional partners and include fieldwork, placements, industry-guided simulations and business projects. Students have the opportunity to take their skills beyond the lecture theatre and into the community to gain practical experience as part of their studies. This real-world interaction provides students with the qualities that employers look for as well as job-ready expertise when they begin their professional careers.,The University is a research leader with a reputation for excellence across a range of discipline areas. It is committed to high quality research that contributes practical solutions to real-world challenges and engages in cutting edge research through its recognised institutes and centres. The most recent national Excellence in Research for Australia (ERA) evaluation reported that 86 per cent of the University's assessed research was rated as world-class standard or above.,The University funds research activities that encourage individual researchers and also supports research in identified areas of strength in order to address national needs. Our six specialist research institutes are delivering innovative and fundamental advances in knowledge.,The University also has 17 research centres and is a key partner in 12 Cooperative Research Centres (CRCs) that bring together expertise and resources from other institutions, industry and government. Our research degree students work closely with the University’s institutes and centres, which ensures they maximise their opportunities and experience a vibrant research environment.,The University’s six campuses reflect the core commitments of environmental sustainability and regional engagement. World-class facilities make the University a great place to study with modern research facilities, state-of-the-art information technology, new flexible learning spaces and around-the-clock support through our online learning environment. The University is also investing more than AU$1 billion in new infrastructure to ensure students and staff have access to the very latest facilities and amenities.,The University offers a large range of academic, personal and social support services to help students realise their potential. There are dedicated offices and staff on each campus to answer questions and help make university life easier. Online support is also available 24/7, as well as support services to help students settle into campus life, excel in studies and make the most of university experiences.,The energy, talents and commitment of staff is vital to the University realising its academic, research and community aspirations. As a workplace, it is characterised by a strong sense of social purpose and shared pride in individual and collective efforts and achievements.,The University provides a challenging, varied and enriching work environment with a vibrant and supportive culture. Excellent employment benefits, professional development opportunities and services to support staff and their families are just a few of the benefits available to University,employees.,With a family-friendly approach promoting work life balance, you’ll feel right at home at the University of South Australia. Please visit: unisa.edu.au/workingatunisa for further information and to view our current vacancies.,Adelaide is the most affordable mainland Australian capital city for study, according to research from the Economist Intelligence Unit (EIU). In 2013, the Property Council of Australia ranked Adelaide as Australia's most liveable city for the third consecutive year. And in the EIU annual Global Liveability Survey, Adelaide was among the top ten places in the world to live.,With a population of just over one million people, the Adelaide community is a welcoming, accessible and truly multicultural place to live and study. The city is located between white sandy beaches and the Mount Lofty Ranges. Known as the '20 minute city', it takes no more than 20 minutes to travel from the city to the hills or beaches. Adelaide is also renowned for its world-class food, wine, hospitality and cultural life."
University of Strathclyde ,350-400,,24.4,63.0,33.1,17.7,19.3,"Born in 1796 of a bequest by John Anderson of the University of Glasgow, Strathclyde received its university charter in 1964. Since then it has grown from 4,000 full-time students in 1964 to 26,000, served by 3,200 staff, with another 34,000 students in continuing education and professional-development programmes. David Livingstone attended here, as did television pioneer John Logie Baird."
Swansea University ,350-400,,17.6,63.3,28.8,18.1,25.6,"Founded in 1920, Swansea University has more than 12,000 students and offers more than 500 undergraduate and 130 postgraduate courses. In recent years, the university has invested heavily in research and opened the Institute of Life Science in June 2007, a 50 million facility. Famous alumni include broadcaster Mavis Nicholson and members of the Manic Street Preachers."
Swinburne University of Technology ,350-400,,15.5,64.6,40.3,11.3,35.6,"George Swinburne, a businessman and civic leader, established the institution in Melbourne in 1908. It was first known as the Eastern Suburbs Technical College. It achieved university status in 1992 and has five campuses: Croydon, Hawthorn, Lilydale, Prahran and Wantirna, plus an overseas outpost in Sarawak, East Malaysia. It has more than 81,000 alumni worldwide."
University of Salento ,350-400,,26.5,24.4,73.1,19.1,27.2,"Salento was founded in 1956 and is located in the Apulia region of Italy - the ""heel"" of the Italian ""boot"". It was recognised as a national university in 1967-68. It now has three campuses, 10 faculties and 750 faculty members. It offers up to 40 first- and second-level master's and PhD programmes."
University of Tartu ,350-400,,17.8,42.0,26.3,17.8,34.4,"Tartu was founded in 1632 by Sweden's King Gustavus Adolphus. It is regarded as one of the most prestigious educational institutions in Central and Eastern Europe. It has nine faculties with more than 70 departments and institutions, and about 17,000 students. The university's hall of fame includes engineer and physicist Moritz Hermann Jacobi."
Tokyo University of Agriculture and Technology ,350-400,,26.5,18.0,41.5,15.8,21.7,"The Tokyo University of Agriculture and Technology was founded in May 1949 but its roots stretch back to 1874. In May 2010, it catered for 3,998 undergraduates and 1,954 postgraduates and employed 640 members of staff."
University of Turku ,350-400,,20.4,41.4,32.3,21.5,28.9,"Ninety years ago, in the first flush of independence, nationalists raised funds from 22,040 donors for a truly Finnish university in the nation's second city. Their generosity is commemorated in the university's own liquor creation (made of cloudberry, rowan and sea buckthorn), christened ""22040"". Its 18,000 students include 2,000 postgraduates."
Waseda University ,350-400,,25.4,27.1,27.3,17.3,29.7,"Founded by samurai scholar, pro-Western Meiji-era moderniser and later prime minister Okuma Shigenobu, Waseda made a big thing of its 125th anniversary in 2007 because of Shigenobu's theory that humans' ""natural"" lifespan is 125 years. Waseda's campus was destroyed during the Second World War, but it reopened in 1949. Today, some 6,000 faculty members serve more than 54,000 students."
University of Zaragoza ,350-400,,14.5,28.8,42.9,9.3,38.4,"The University of Zaragoza, in Spain's Ebro Valley, can trace its origins back to the Ecclesiastical Schools of the 7th century. It now has more than 3,500 teachers and nearly 1,800 researchers and administrative staff."
University of Wyoming ,350-400,,18.4,21.8,29.8,20.9,36.7,"The institution was established in Laramie in 1886. Its first president, John Wesley Hoyt, planned a curriculum focused on the arts and humanities. Today, it teaches 13,000 students. President John F. Kennedy addressed the campus in 1963, the year of his assassination."
University of Bath ,251-275,,25.2,80.6,38.9,23.2,39.9,"Bath's logo features the Gorgon's head, reminder of the city's Roman past, and melds Sul the Goddess of Hot Springs with Minerva, Goddess of Learning. More than a quarter of the approximately 14,000 students enrolled at the university, set up in 1966, are from outside the UK, particularly China, Germany and Greece."
Wuhan University ,350-400,,31.3,21.7,66.7,12.9,25.3,"Wuhan University was founded in 1893. It has approximately 5,000 teachers, 3,000 professors and 570 doctoral supervisors. More than 20 periodicals are published on campus. In 1993, representatives from Harvard, Tokyo and Yale universities attended its centennial celebrations."
Bangor University ,251-275,,24.9,67.1,29.0,23.8,48.0,"Bangor was established in 1884 as a direct result of a campaign for higher education provision in Wales. It began with 58 students and 10 members of staff teaching out of an old coaching inn. The university now has more than 12,000 students, 2,000 staff members, 23 academic schools and an annual turnover of 126 million. The film-maker Danny Boyle is a notable alumnus."
Universität Bielefeld,251-275,,19.1,45.2,28.6,17.0,61.6,"Situated next to the Teutoburg Forest, the site of a resounding Roman military defeat at the hands of Germanic tribes in 9AD, Bielefeld itself is a relative newcomer to the German academic scene, opening its doors in 1969. It has more than 17,500 students, an academic staff of about 1,580 and 14 faculties."
Brunel University ,251-275,,17.4,89.9,30.0,20.3,51.7,"Named after Victorian engineer Isambard Kingdom Brunel, the institution was founded in 1928 as Acton Technical College. It became a university in 1966 and is now served by around 1,100 academic, professional and research staff across eight schools."
Yuan Ze University,350-400,,10.8,12.8,29.2,9.6,58.3,"Established in 1989, Yuan Ze University labels itself the youngest and ""most energetic"" of Taiwan's top universities. Despite its youthfulness, Yuan Ze has been recognised as a benchmark for new universities - its motto is ""Sincerity, Diligence, Thrift, Prudence"". Boasting five faculties, it caters for more than 9,000 students, who can choose from more than 12,000 degree programmes. Its 330-plus full-time faculty members, 86 per cent of whom are educated to PhD level, contributed to it being the first Taiwanese university to win the National Quality Award in 2003."
University of Hawaii at Manoa ,251-275,,31.3,34.6,,29.2,44.3,"Hawaii's Pacific Ocean position proves a powerful draw for students from East and West. It was founded in 1907 as a land-grant College of Agriculture and Mechanic Arts, attaining university status in 1920. Its 10 campuses, distributed across the islands, offer 644 programmes to a student body of around 58,000."
Karl-Franzens-Universität Graz ,251-275,,24.9,63.8,25.5,14.0,55.1,"More than 70 years after one in six of its teaching staff, including three Nobel laureates, were expelled for their anti-Nazi views, the university is undergoing rapid growth. Here, Alfred Wegener developed his theory of continental drift. Today, the institution accommodates around 27,000 students and some 3,500 staff. Its newest faculty, the Faculty of Environmental and Regional Sciences and Education, opened in 2007."
Technische Universität Dresden ,251-275,,27.3,49.2,31.9,13.8,57.4,"Dresden is one of 11 German institutions identified by the federal government as an ""excellence university"". It has about 36,500 students and around 5,300 employees (including more than 500 professors). It is the largest university in Saxony and one of the largest in Germany. Having been committed to the sciences and engineering before the reunification of the country, it has now widened its curriculum, offering humanities, social science and medical courses."
