name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
Freie Universität Berlin ,128,53.7,53.1,60.9,32.8,56.5,51.5,"Founded in 1948 as a university free from political interference, it was set up in the leafy suburb of Dahlem, long linked to Nobel prizewinning scientific research. Such connections are developed today through 17 collaborative research centres. Some 100 subjects are offered to 32,000 students by an academic staff of more than 4,800. "
Radboud University Nijmegen ,127,54.0,35.7,53.4,41.7,54.3,73.3,"Strategically located in Europe, Radboud University Nijmegen is one of the leading academic communities in the Netherlands. It is a place with a personal touch, where top-flight education and research take place on a beautiful green campus, in modern buildings with state-of-the-art facilities. ,The strength of the University lies in its personal approach. The campus is a close-knit community where academics from different faculties often work together in cross-disciplinary teams. All students receive individual guidance from researchers and their studies are directly integrated with the work done at the University's 17 research institutes. This offers unique opportunities to undergraduates, postgraduates, and doctoral candidates alike., ,Our academics are at the forefront of international research. This is one of the reasons why an increasing number of students and scientists from other countries choose to study and work in Nijmegen. We have over eighty nationalities on campus, both students and staff. The University has 100 bilateral agreements with other universities and 600 exchange agreements with EU partners (Erasmus programme). Radboud University initiated the International Research Universities Network (IRUN), a cooperative venture involving ten European universities., ,Nijmegen is a true university city with lots of restaurants and cafés. The cultural centre LUX - the largest art house cinema in the Netherlands - also offers theatre, music, debate, and multimedia. The city is the oldest city in the Netherlands, dating back to Roman times. Today, it has some 170,000 inhabitants, 30,000 of whom are students. Students appreciate the attractive, green surroundings and the many opportunities that the city offers for relaxation and entertainment. It is a safe, friendly place to live and study., ,International students and staff can expect to receive a warm welcome. The University's International Office helps to organise practical matters such as arranging a visa and finding accommodation. In addition, the office organises many activities, introducing international students and staff to the University, the city, its students and its other inhabitants., , ,Radboud University is student-oriented and has a strong focus on research. It has seven faculties and enrols over 19,000 students in more than 100 study programmes. The University is constantly strengthening the international character of its programmes. ,Like most European universities, Radboud University Nijmegen uses the BA-MA structure. This makes Bachelor's and Master's programmes at Radboud University compatible with most other European universities., ,Radboud University offers more than forty Bachelor's programmes, of which two are taught in English:,Radboud University offers a full range of Master's programmes taught in English. In addition to the regular Master's programmes, the University also offers two-year Research Master's programmes. These two-year programmes are highly selective and could not be a better preparation for a PhD. All Master's programmes have been internationally accredited by the Accreditation Organisation of the Netherlands and Flanders (NVAO)., ,At Radboud University, education and research go hand in hand. This strong link gives students the opportunity to get closely involved with the most up to date research topics. Furthermore, our Master's programmes offer several specialisations and a large degree of flexibility to choose your own path. During their Master's, students work under the guidance of a personal tutor. Together with this tutor, they choose their own unique programme. This makes all our students 'Masters of their future'., ,Research and education at Radboud University benefit from an international approach and PhD candidates play an important role in this process. The process of earning a doctorate normally takes four years and consists of conducting independent research and writing a dissertation. In general, a tuition fee is not requested. The most usual way to become a PhD candidate is by applying for an official vacancy."
Tokyo Institute of Technology ,128,53.7,58.0,29.6,65.3,56.1,52.0,"From nanoelectronics to nuclear reactors, Tokyo Tech has gone from playing catch-up with the West in 1881 to a place in the vanguard of teaching and research in the natural sciences and engineering. Its three campuses are home to 10,000 students, half of them postgraduates, with a research and teaching staff of around 1,200."
Université de Lausanne,130,53.6,33.0,82.7,45.8,44.8,76.2,"In 1909, the world's first forensic-science school joined the university community: a century later, this three-campus institution, where 12,000-plus students and 2,300 researchers study and work, has seven faculties and a School of Criminal Justice. Founded in 1537 as the only French-language school of Protestant theology, Lausanne teaches subjects that include Greek numismatics and cybermarketing."
University of Copenhagen ,130,53.6,42.2,73.5,39.7,40.4,74.3,"For nearly four centuries - from 1536 to the 1920s - this was Denmark's only university. Most of its buildings were destroyed in 1801 when the British fleet commanded by Admiral Horatio Nelson bombarded the capital. Nineteenth-century rebuilding included a library, zoo, geological museum and botanic gardens. Today, 7,000 staff teach 38,000 students."
University of Southampton ,130,53.6,37.9,77.4,41.8,38.9,79.2,"With 17,000 undergraduates and 7,000 postgraduates, the university owes its existence to an appetite for liquor. Its forerunner, the Hartley Institution, was funded by a 100,000 legacy from Victorian wine merchant Henry Robertson Hartley. Gaining its university charter in 1952, it is divided into more than 20 academic schools on six campuses."
University of Geneva ,133,53.5,36.2,95.3,32.4,42.5,73.1,"One of Geneva's eight faculties - Protestant theology - maintains the link with the university's foundation as a seminary by John Calvin in 1559. In 1873, the institution converted to secularism, and in the following century it attracted such intellects as Jean Piaget, George Steiner, Chaim Weizmann and Kofi Annan."
National Taiwan University ,134,53.2,56.4,24.6,44.0,65.7,45.5,"Research farmland and forest, plus a hospital and botanic gardens, help make up NTU's land holding of 84,710 acres. Founded by the Japanese as the Taihoku Imperial University in 1928, it was reorganised in 1945 and gained its current name. Today, its 248-acre main campus has about 34,000 students and a faculty of around 2,000."
University of Leeds ,142,52.8,41.5,66.6,41.3,48.6,65.8,"Established in 1904, Leeds is part of the prestigious Russell Group - the 24 leading research universities in the UK. It has 33,000 students from 145 countries, and its total international student population exceeds 5,000. Students are drawn by the excellent standards for teaching and research and the chance to live in Leeds itself. It is one of the largest single campus universities in the UK (98 acres) just one mile from the city centre."
Indiana University ,134,53.2,48.3,36.0,,44.2,72.5,"IU is big. From humble beginnings in 1820, it is now an entire public university system with eight campuses covering 3,639 acres. Around 8,500 academics teach about 107,000 students, the largest proportion of whom are based at Bloomington and in the state capital, Indianapolis."
University of Utah ,134,53.2,43.3,25.2,63.3,41.3,81.0,"If it looks familiar, you may have seen the ""U of U"", Utah's oldest institute of higher education, when it hosted the opening and closing ceremonies of the 2002 Winter Olympics. To get around the 1,534-acre campus, many of its 28,000-plus students and around 14,370 staff take ""green"" shuttle buses fuelled by biodiesel or used vegetable oil."
Tohoku University ,137,53.1,57.7,32.0,80.7,55.6,48.9,"Spread over five campuses in the city of Sendai on the Pacific coast 190 miles north of Tokyo, Tohoku was founded as the third of the old imperial universities in 1907. Its 10 undergraduate and 18 graduate schools and 6 research institutes offer arts, humanities, law, research and applied sciences, with more than 2,900 staff overseeing around 18,000 students."
Hebrew University of Jerusalem ,137,53.1,48.8,50.3,33.6,55.8,57.0,"The Hebrew University, founded in 1925, was Israel's first higher education institution. It has more than 23,500 students, including 11,700 undergraduates. The Jewish National and University Library, its central library, also serves as the National Library of Israel."
University of Glasgow ,139,53.0,37.3,69.7,44.1,40.2,78.1,"Degrees are still awarded here by reference to the Papal Bull that was its founding document in 1451. In 1957, Glasgow became the first Scottish university with an electronic computer. Today, some 5,800 staff and around 23,600 students fill nine faculties in the alma mater of Lord Kelvin, Adam Smith, James Watt and Joseph Lister."
VU University Amsterdam ,140,52.9,40.5,47.1,58.5,45.1,74.2,"In 1880, VU University Amsterdam first opened its doors to students. VU stands for 'Vrije Universiteit' which means 'Free University'. Here, 'free' refers to freedom from state and church interference. The university now comprises twelve faculties and has teaching facilities for 26,000 students. With more than 50 Bachelor’s programmes and almost a 100 Master’s programmes, VU University Amsterdam offers a wide choice of study options."
KTH Royal Institute of Technology ,140,52.9,47.5,86.1,100.0,49.7,49.1,"Founded in 1827 as the Kungliga Tekniska högskolan, KTH moved to its central Stockholm campus in 1917. It and its four satellites accommodate some 14,500 students and an academic staff of more than 2,900, who are responsible for a third of all higher technical and engineering research and teaching in Sweden."
Technical University of Denmark ,149,51.7,37.9,77.0,98.7,30.0,76.9,"H.C. Ørsted – the father of electromagnetism – founded the Technical University of Denmark in 1829. The university is home to around 7,800 bachelor and master students, in addition to 1,300 PhDs. The Danish government covers tuition fees, leaving students to pay living expenses. On campus are 19 departments."
University of Bern ,151,51.5,43.0,77.3,42.0,36.0,69.7,"The Theology Faculty and parts of the Philosophic-Historical Faculty occupy an old chocolate factory, Unitobler, in the Swiss capital. Established in 1834, these days the canton-regulated university has around 3,250 staff, 13,000 students and eight faculties. Theology, which offers master's in ecumenical studies, ancient Judaism and ancient Near Eastern cultures, is divided into Old Catholic and Protestant departments."
Universität Basel ,142,52.8,37.1,89.8,64.2,23.2,87.8,"Switzerland's oldest university is associated with, among many other notables, Erasmus, Paracelsus, Nietzsche and Jung. An early centre of book printing, today it houses Switzerland's largest library (3 million-plus volumes) and serves around 11,400 students with seven faculties, six interdisciplinary institutions (including Jewish studies and African studies) and a tropical research centre."
Lancaster University ,145,52.1,37.7,76.2,31.8,40.9,73.2,"Lancaster was the last of seven new universities conceived in the 1950s. Its 12,000 students belong to one of nine colleges, which act as interdisciplinary communities, but are taught by four academic faculties: arts and social sciences; health and medicine; management; science and technology."
"Queen Mary, University of London ",145,52.1,33.1,87.0,42.7,30.0,85.4,"Joining the University of London as a constituent college in 1915, Queen Mary has 19th-century roots in the East End's People's Palace movement. But after merging with Barts and the London medical schools, the combined institution can now look back to 12th-century origins. It has some 16,000 students and a research and teaching staff of 3,000."
Albert-Ludwigs-Universität Freiburg ,144,52.3,48.3,54.9,81.1,33.0,72.4,"Freiburg was described as a university town long before its 19 Nobel laureates-in-the-making passed through. With only minor modifications, the university's seal - Christ on a Gothic throne holding the Gospel - has been in continuous use since its fifth year, 1462. Foreigners make up one-sixth of its student body."
Osaka University ,147,52.0,59.5,23.6,69.6,55.7,46.4,"Osaka's academic heritage begins in 1724 with the opening of Kaitokudo - a place of general study for merchants. Formed out of the former imperial university in 1949, its three sites accommodate some 23,700 students and around 3,000 academics. It has two university hospitals, five research institutes and 27 academic schools."
Arizona State University ,148,51.9,38.4,27.4,31.8,45.2,79.9,"One of the top 10 producers of Fulbright scholars, Arizona State takes the pursuit of excellence seriously. Since its foundation in 1885, it has grown to accommodate a 64,000-strong student community, spread across four campuses. It offers 250 undergraduate programmes and employs around 3,100 academics."
Boston College ,150,51.6,34.5,52.4,,33.2,88.7,"With 112 ordinands, BC hosts one of the world's largest Jesuit communities. Student admission is among the nation's most selective: for 2012, just 26 per cent of 31,000 undergraduate applications have been successful. It has around 14,600 students taught in nine colleges and schools on three campuses."
Karlsruhe Institute of Technology ,151,51.5,46.3,64.5,82.9,38.9,63.4,"Known as the Fridericiana after the grand duke who set it up in 1825, the university was a computer pioneer by the mid-1960s: in 1984, it received Germany's first email. In 2009, the institution amalgamated with the city's nuclear research centre to form KIT. Today, 8,000 staff in 11 faculties and research centres cater for 18,000 students."
University of Birmingham ,158,50.5,44.8,69.7,38.4,46.7,56.3,"Home to the world's tallest free-standing clock tower, the Joseph Chamberlain Memorial Clocktower, and at various times eight future Nobel laureates, this ""redbrick"" also houses the Barber Institute of Fine Arts, which displays works by Van Gogh, Picasso and Monet. European studies and international relations are among the subjects offered by the university, which educates more than 26,000 students."
University of Exeter ,153,51.3,33.2,74.1,37.1,38.1,78.1,"Exeter's Centre for Leadership Studies, said to be the only one in Europe, was opened in 1997. The university became fully self-sufficient in 1955, but traces its roots to the 19th-century Royal Albert Memorial College. The university comprises three campuses - Streatham, Tremough and St Luke's - and serves around 15,700 students."
"University of California, Riverside ",154,51.1,29.1,62.8,33.5,32.5,90.3,"UC Riverside sprouted from a spell of contemplating the navel, the orange variety first cultivated there in 1873. In 1907, it brought forth the US Citrus Experiment Station. That grew into today's 1,200-acre campus, which researched biological pest control and now holds extensive collections on citrus diversity, science fiction and photography. Some 550 faculty teach around 19,300 students."
RWTH Aachen University ,154,51.1,45.3,53.9,63.1,32.4,73.8,"Established in the first flush of modern nationhood, Germany's largest university of technology acquired its own seat in the Prussian House of Lords by 1880. It numbers among its alumni several scientists who won Nobel Prizes for physics or chemistry, and today identifies its leading course as mechanical engineering. One-third of its approximately 33,000-strong student body are women."
Yeshiva University ,156,50.9,51.7,28.4,,30.1,78.8,"Born of a primary school founded by East European immigrants in 1886, Yeshiva offers a curriculum combining Orthodox Judaism with secular knowledge in the liberal arts. In its Moorish Revival-style beit midrash (Torah study hall), writer Chaim Potok and thousands of others have studied. Today, around 4,700 faculty look after about 6,500 students."
University of Auckland ,161,50.3,34.0,88.0,76.6,40.9,64.2,"Economist William Phillips, who taught here from 1969 to 1975, observed a historical inverse relationship between countries' unemployment and inflation rates, a phenomenon now known as the Phillips Curve. Today, 39,000 students are part of New Zealand's largest university community, set up in 1883, with eight faculties on six campuses. Ex-prime ministers David Lange and Helen Clark studied here."
Tel Aviv University ,158,50.5,50.7,39.5,49.2,59.8,43.7,"Founded in 1956, Tel Aviv University is Israel's largest and most comprehensive institution of higher learning and research. It comprises nine faculties, 106 departments and 90 research institutions, and is a major centre of teaching and research."
University of Vienna,162,50.2,44.3,86.3,29.1,46.7,52.4,"The German-speaking world's oldest university (established in 1365) made notable contributions to 20th-century medicine, producing five Nobel winners (in 1914, 1927, 1930, 1936 and 1973). Other laureates include Erwin Schrödinger (Physics, 1933) for pioneering quantum wave mechanics and Friedrich von Hayek (Economics, 1974). Two theology faculties (one Catholic, one Protestant) figure among 19 schools attended by some 85,000 students."
Texas A&M University,156,50.9,46.4,47.2,45.5,58.3,49.3,"In a nod to its origins as the Agricultural and Mechanical College of Texas in 1876, Texas A&M University's flagship campus has some 49,000 ""Aggies"" on its main campus alone, with more in Galveston and the Middle Eastern state of Qatar. More than 2,800 scholars in 10 colleges offer award-winning teaching and research."
University of São Paulo ,158,50.5,63.0,24.5,40.0,65.7,30.2,"Serving a city of more than 20 million people, USP has many of the attributes of a city itself: four hospitals, four museums - with half a million visitors a year - a drama theatre and an orchestra. It has 86,000 students (47 per cent of them women) and more than 15,200 staff."
Stony Brook University ,162,50.2,38.8,52.8,31.6,29.9,82.9,"A concert venue for many years, SB was inducted into the Long Island Music Hall of Fame in 2006. On its North Shore location, around 1,900 faculty teach approximately 24,700 students in a dozen colleges and schools, including the School of Marine and Atmospheric Sciences. Founded in 1957, it co-manages the nuclear physics-centred Brookhaven National Laboratory."
University of Delaware ,165,49.7,30.0,37.3,97.7,41.6,76.6,"A hybrid that began as a school in 1743 - it is privately chartered but publicly funded - UDel attained university status when it merged with Delaware Women's College in 1921. Its five campuses are home to around 4,000 staff and about 19,300 students."
Université Catholique de Louvain ,164,50.0,38.6,64.3,34.5,40.5,68.8,"Founded in 1425, Louvain is one of the oldest universities in the world and has a rich history. In 1502, Erasmus took his first year of study there. Today it accommodates around 21,000 students of 122 nationalities and some 5,000 teaching, research, administrative and technical staff."
Université Paris Diderot - Paris 7 ,166,49.6,31.9,66.8,,27.1,87.9,"Université Paris Diderot - Paris 7 is a multidisciplinary institution in the French capital. It has about 26,000 students, 6,000 of them international, around 2,000 researchers and some 1,400 teaching and research staff."
George Washington University ,168,49.4,48.1,36.6,30.0,28.0,77.1,"Four blocks from the White House, the university has been at the heart of the US capital since 1821. Renowned today for politics and international affairs, its main 42-acre Foggy Bottom campus and satellites at Mount Vernon and Ashburn house nine schools and colleges, where 25,000 ""colonials"" are served by a 2,000-strong faculty."
University of Iowa ,169,49.3,49.0,26.4,,40.9,65.7,"Established in 1847 and with claims to be the first university anywhere to accept creative work in the fine arts on an equal footing with academic research, IU - whose graduates include Tennessee Williams and actor Gene Wilder - is the academic home to more than 30,300 students and around 2,150 faculty in 11 colleges."
The University of Texas at Dallas ,167,49.5,32.6,46.8,40.0,32.2,85.2,"Founded in 1969, The University of Texas at Dallas has evolved into one of the top research institutions in Texas, and its programs in engineering and the biomedical sciences have gained national attention. With an enrollment of 21,193, UT Dallas offers students the close-knit community of a small university with excellent student-faculty ratios of 22:1. However, UT Dallas is also backed by the powerful UT System and is aligned strategically with other institutions to offer advanced research opportunities traditionally found at larger institutions. ,About 64% of UTD pre-med students are admitted to medical schools, compared to an average national admission rate of 45%. In addition, 89% of students advised through the Pre-Law Advising and Resource Center were admitted to one or more law schools.,As a young, agile and rapidly growing university, The University of Texas at Dallas attracts a unique combination of student and faculty resources to the vibrant, dynamic and globally connected Dallas-Fort Worth area. UT Dallas is ranked in the top 100 by Kiplinger's and in the top 75 by The Princeton Review as a best value among public universities, and Times Higher Education ranks UT Dallas as #15 among the top 100 universities in the world under 50 years of age.,UT Dallas consistently draws a high caliber of student. The average entering freshman SAT for fall 2013 was 1261. Nearly 38% of freshmen ranked in the top 10% of their high school class, with 71% in the top 25%. UT Dallas is ranked among the top 100 American universities in the number of National Merit Scholars enrolled, and the University confers a higher percentage of science, engineering and business degrees (86%) than all other Texas public doctoral-granting institutions combined (59%).,UT Dallas is located in suburban Richardson, Texas, a prime location that places the University in the second largest state and the fourth largest metropolitan area in the nation. Because of the two local airports, Dallas Love Field and Dallas/Fort Worth International Airport, the Dallas area is an international destination. Richardson, known as The Telecom Corridor, is home to diverse global technology-based companies. ,The Dallas-Fort Worth Metroplex is one of the nation's largest urban areas, with shopping, entertainment venues, five major sports teams, museums and art galleries, and places for outdoor running, biking, hiking and skating. Area attractions include the Fort Worth Stockyards, the Dallas and Fort Worth zoos, Fair Park, the Dallas World Aquarium, the Perot Museum of Nature and Science, the Kimbell and Amon Carter museums and the Dallas Arts District. Major sports teams include the Dallas Cowboys and their $1.2 billion stadium, the Dallas Mavericks, the Dallas Stars, the Texas Rangers and the soccer team FC Dallas. Dallas's vibrant music scene covers the spectrum-rock, jazz, blues, country, classical and more. ,To get to all these venues, the University offers free DART (Dallas Area Rapid Transit) gold passes to students, giving unlimited access to buses, light rail and the University's own Comet Cruiser line that runs to local businesses and grocery stores near campus. ,The University of Texas at Dallas offers more than 130 academic programs across its seven schools. Undergraduate degrees include:,To help students with the transition to college life, UT Dallas offers two-day orientation programs that include the option to stay overnight in the Freshman Residence Hall. New students are advised on mastering their courses, meeting new friends and learning about advisors. Freshman Convocation, held the day before fall classes begin, provides an official welcome ceremony for all incoming students. ,The University offers a four-year comprehensive program for outstanding students, known as Collegium V. Collegium V includes special seminar-style classes offered by selected University professors as well as a program of extracurricular activities designed to encourage and reward exceptional academic achievement. Each of the University's seven schools also offers qualified students the opportunity to participate in an honors program within their discipline.,As a research-focused university, UT Dallas helps students seeking study abroad opportunities. Faculty and staff actively help students identify and apply for competitive programs with prestigious international universities. Students secure opportunities as varied as their interests. They have worked with an international research team in Ireland studying Lou Gehrig's disease, conducted a study on cognition and depression in Scotland, and collected public policy data in Zimbabwe. Faculty also lead travel study experiences, using the world as their classroom.,The Natural Science and Engineering Research Laboratory (NSERL) includes a nanoelectronics materials laboratory. The four-story, 192,000-square-foot, $85 million state-of-the-art facility draws faculty, graduate students and post-doctoral researchers from all disciplines around the world.,Students are able to work out on the latest equipment and participate in athletics and recreational sports. The University's Activity Center features a gym; racquetball, squash and basketball courts; a rock climbing wall; and a 25-yard indoor swimming pool. ,The Career Center offers a variety of services for students during all stages of their job search. Licensed professional career counselors provide career assessments and mock interview training. A full-time resume editor helps prepare resumes and cover letters, business communications and personal statements. The center also has career workshops and an online job-search database, and helps students find internships for the summer or school year. Because DFW is one of the nation's busiest and fastest growing business regions, UT Dallas graduates are highly recruited by leading local and national companies and receive prestigious graduate fellowships, scholarships and advanced research opportunities. Nearly all of the Fortune 500 companies headquartered in the DFW area recruit UT Dallas students. More than 84% of a recent UT Dallas graduating class reported employment or continuing education upon graduation. Recent graduates have received job offers from corporations that included Amazon, Citigroup, Exxon Mobil, Hewlett Packard, Merrill Lynch, Microsoft, Texas Instruments and Xerox.,The Student Success Center is part of the Office of Undergraduate Education and is a portal to educational enhancement and success. Our student success team members make every attempt to help students achieve their academic goals, whether it is through individualized tutoring, peer-led team learning, supplemental instruction or coordinated group study. Services include a math lab, writing center, and testing center. Success coaches help with time management, navigating the University and personalized plans for studying.,The Financial Aid Office awards scholarships to undergraduate and graduate students based on financial need, residency status and other criteria specific to the scholarship program. UT Dallas participates in all federal and state need-based financial aid programs, including grants, loans and work study.,All first-time college freshman undergraduates are considered for an Academic Excellence Scholarship Award, which range from $3,000 per semester up to complete coverage of tuition and fees.,The Guaranteed Tuition Plan is designed to help new students and their families better plan for the cost of a college education. It gives students a four-year, locked-in rate on up to 15 credit hours per semester.,The Tuition Promise dedicates resources to cover the tuition and mandatory fees for newly enrolling students whose families earn $25,000 or less annually and who meet other specific qualifications. ,Transfer students are considered for scholarship awards based on incoming transfer GPA and membership in organizations such as Phi Theta Kappa.,Scholarships offered through private sources are available throughout the academic year. Students apply for these types of scholarships through either a University scholarship committee or the specific donor.,McDermott Scholars, selected from top students across the country, have educational expenses - including tuition and fees, and stipends for living expenses, books, travel and post-graduation preparation - covered for four years. They also participate in a wide variety of cultural and educational enrichment experiences in the Dallas area and beyond.,Terry Scholars are Texas students nominated for their leadership potential and academic ability. The scholarships cover a broad range of student expenses over four years of study, including tuition and fees, housing, books and living expenses. Terry Scholars also have access to a broad range of academic, service, cultural, social and leadership opportunities intended to enhance their undergraduate experience.,Student organizations sponsor a variety of activities for the campus including service projects and community outreach. With more than 200 registered student organizations at UT Dallas, it is easy for students to get connected. UT Dallas is also home to 20 national Greek-letter fraternities and sororities, 13 competitive athletic teams, and 25 club sports. The School of Arts and Humanities presents an average of 50 artistic, musical and theatrical events a year. The UT Dallas chess team has won state, national and international titles and regularly represents the University in the Final Four of Chess.,Our students' ideas and visions for the University have become reality. From writing the alma mater and the fight song to founding the Greek System, the cheerleading squad, the Power Dancers and the student radio station, to helping design the freshman residence hall and campus dining facility, our students are making a difference.  ,To apply to UT Dallas, all students should submit an application for admission, which is available at ,. Applicants are required to submit official copies of all past academic transcripts, test scores and other degree specific documentation by the appropriate ,application deadlines to be considered for admission to The University of Texas at Dallas.,Official transcripts in envelopes sealed by the issuing institution may be delivered to the Office of Admission and Enrollment Services, or may be mailed directly from the educational institution. All materials submitted in the process of making application become the property of the University and will not be returned to the applicant.,Students in good standing from an accredited high school who have an SAT of 1200 (combined math and critical reading) or higher, a composite ACT score of 26 or greater or are in the top 15% of their high school class will be admitted to UT Dallas.,All fees are non-refundable.,Fall Full-Term                               July 1,Spring Full-Term                          November 1,Summer                                        April 1,All fees are non-refundable.,Fall Full-Term                              May 1*,Spring Full-Term                         September 1*,Summer                                       March 1*,Office of Admission and Enrollment Services ,The University of Texas at Dallas,800 West Campbell Road - ROC11,Richardson, Texas 75080-3021,Telephone: 00 + 1 + 972-883-2270,Fax: 00 + 1 + 972-883-2599 ,Email:  "
École Normale Supérieure de Lyon ,170,49.2,40.8,61.0,28.9,25.9,79.6,"Just 2,400 students passed the rigorous entrance tests for this grand ecole formed on 1 January 2010 by the amalgamation of ENS de Lyon and ENS Lettres and Sciences Humaines de Lyon, both with pedigrees dating back to the 19th century. Today's students are taught by a faculty of around 270 academics across 12 departments."
University of Ottawa ,171,49.0,40.8,58.1,43.0,41.4,63.1,"This bilingual university founded by the Missionary Oblates of Mary Immaculate in 1848 receives more than US$150 million in research funding a year. Featuring a renowned Heart Institute, the university offers more than 300 undergraduate and graduate degrees, diplomas and certificates across 69 disciplines delivered by nine faculties."
Georgetown University ,174,48.9,56.4,32.9,,35.6,59.8,"Jesuit priest John Carroll founded Georgetown in 1789, the same year that the US Constitution took effect: today, it is the country's oldest Catholic university. Its 104-acre main campus, just above the Potomac River, and two satellites house nine schools, where a faculty of some 2,000 academics and around 15,300 students follow the Jesuit way of scholarship."
Rensselaer Polytechnic Institute ,174,48.9,36.2,32.9,66.8,40.2,73.0,"The oldest technological university in the US grew out of a school in Troy, 150 miles north of New York City. Founded in 1824 by Stephen Van Rensselaer, the school was designed to apply science to the ""common purposes of life"". Taking its current name in 1861, RPI offers the full spectrum of academic disciplines to some 6,700 students taught by a faculty of 450."
University of East Anglia ,176,48.8,29.6,68.9,30.7,27.7,85.5,"Home to one of Norman Foster's earliest buildings, the Sainsbury Centre for Visual Arts, in 2009 UEA was caught up in the ""Climategate"" controversy, but is also involved in conservation initiatives, such as its 2 million project to improve the River Wensum's water quality. Its 320-acre campus supports about 19,600 students, more than three-quarters of whom are undergraduates."
University of Liverpool ,171,49.0,38.7,73.7,46.4,37.5,64.8,"Not only is Liverpool one of the original six ""redbrick"" universities, it was also a Liverpool professor, Edgar Allison Peers, who coined the term. Another of its professors, Oliver Lodge, made what was arguably the world's first public radio transmission in 1894, a year before Marconi. Home to around 20,700 students, it counts journalist Jon Snow and writer Lytton Strachey among its graduates."
University of Aberdeen ,176,48.8,31.9,84.1,48.9,34.3,71.5,"A 57 million successor to the Queen Mother Library opened in September 2011 for the benefit of Aberdeen's students, of whom 14,000 are enrolled in 590 first-degree and 110 postgraduate courses. From the founding of King's College in 1495, the institution grew steadily and united with its rival, Marischal College, in 1860."
University of Adelaide ,176,48.8,37.3,82.2,63.2,43.7,55.9,"The university was established in 1874 with a 20,000 grant by grazier and copper miner Walter Watson Hughes. The state's art gallery, museum and library are neighbours in the cultural precinct it inhabits. Five faculties employing more than 1,300 academics teach around 21,600 students."
