name,rank,overallScore,teachingScore,internationalOutlook,industryIncome,research,citations,textBelow
Universität Bonn,178,48.5,46.8,46.8,29.4,33.8,65.3,"Across nearly two centuries, famous teachers and students at this cradle of seven Nobel and 11 Leibniz winners have included Pope Benedict XVI and Karl Marx. Every year, the public research establishment, with around 6,500 staff and about 28,000 students, confers approximately 800 PhDs."
Humboldt-Universität zu Berlin ,178,48.5,50.9,46.1,27.8,44.5,52.0,"This institution followed the precepts of the great educational reformer Wilhelm von Humboldt when it opened in 1810 and pioneered many new academic disciplines. Weathering the onslaughts of the 20th century, it has returned to that reforming zeal and offers around 260 degree courses taught by some 2,170 academics to 35,000 students."
RWTH Aachen University ,182,48.2,50.0,63.8,56.6,42.5,48.9,"Established in the first flush of modern nationhood, Germany's largest university of technology acquired its own seat in the Prussian House of Lords by 1880. It numbers among its alumni several scientists who won Nobel Prizes for physics or chemistry, and today identifies its leading course as mechanical engineering. One-third of its approximately 33,000-strong student body are women."
National Chiao Tung University ,181,48.3,53.2,57.9,98.7,54.4,32.9,"Following initiatives from alumni of the former Chiao Tung University, the roots of which lay in late 19th-century suburban Shanghai, the university was reconstituted in the north-western Taiwanese city of Hsinchu in 1958. On two campuses of extensive rolling parkland, more than 12,000 students are taught by a faculty of nearly 600 scholars."
Monash University ,178,48.5,39.4,87.1,40.8,38.8,60.5,"Monash University was established in Melbourne, Australia in 1958. In little more than 50 years we have become Australia's largest university, earning an enviable national and international reputation for research and teaching excellence. We are the youngest member of the Group of Eight, the coalition of Australia's most prestigious research-intensive universities. ,We are named after Sir John Monash, a famous Australian who contributed to almost every level of national life. Sir John had a simple philosophy: ""Equip yourself for life, not merely for your own benefit, but for the benefit of the whole community."" These words guide everything we do: our approach to education, people and communities, our research ambitions and our global initiatives. ,Indeed, the concept of transformation lies at the heart of the Monash philosophy. For students, researchers and staff, that philosophy is about not only transforming their own lives but also making a difference to the lives of others.,Global reach,Monash has 270,000 graduates around the world, campuses in Australia, Malaysia and South Africa (as well as an education centre in Italy), and partnerships with universities in China, India and the UK. We are a global university with the ambition and ability to address momentous global challenges.,In 2001 we joined the African higher education community by establishing Monash South Africa in Ruimsig, Johannesburg. The campus leads the way with pioneering research and teaching programs, and our graduates, who leave Monash with internationally recognised degrees, leadership skills and civic commitment, are highly sought after the world over.,Monash University Sunway campus was established in 1998 as the first foreign university campus in Malaysia. In 2013, the campus population consists of 5300 students and 691 staff members, with strong growth planned for the future. The campus benefits from a culturally diverse student population, with almost one third of its students coming from outside Malaysia. ,The Monash University Prato Centre was officially opened in 2001 in the heart of Prato's historical centre. Monash secured this location with support from the Region of Tuscany and the local Prato government. The Prato Centre seeks to develop and expand Australia's connections with universities, governments, industry and cultural organisations in Europe, as well as extend opportunities for Monash and other Australian students to study overseas.,Monash has an impressive record of long-term, successful relationships with industry, government and the community. Our partnerships and engagement programs range from close links with immediate neighbours to groundbreaking collaborations with organisations around the world., ,In 2012, we established a landmark alliance with Warwick University in the UK, aiming to redefine the very concept of a global university. A priority of the alliance is to deliver a seamless international experience to students and prepare them for life in the global labour market. The partnership will develop a range of jointly delivered degrees, with students undertaking study at both universities., ,In 2012, Monash became the first Australian university to receive a licence to operate in China. Our international collaboration at Suzhou with the Southeast University (SEU) - one of China's key national universities - will produce postgraduates and researchers with ideas to change people's lives in the region and the world for the better., ,Located in north-eastern Mumbai, the IITB Monash Research Academy is a partnership between the Indian Institute of Technology Bombay (IITB) and Monash University. The institution is focused on providing innovative research outcomes for industries in India and Australia. These include petrochemicals, pharmaceuticals, automotive, infrastructure, biotechnology, life sciences, IT and financial markets. Research projects centre on six major themes:,● computational science and engineering,● infrastructure engineering,● biotechnology and stem-cell research,● clean energy,● water,● nanotechnology, ,Monash researchers have been leaders in areas like IVF and reproduction, road safety, malaria and influenza treatment, and stem cells for many years, and in some cases, decades. ,In the last 20 years alone, Monash researchers have:,Monash consistently rates highly in three of the world's most prestigious university ranking indices and is regarded as a world-class research institution by independent organisations such as the Australian Research Council.,According to The , World University Rankings, Monash has climbed 79 places in three years to be 99th in the world in the 2012/2013 rankings. ,Recently, Monash was given a world standard rating in all eligible disciplines judged by the Australian Research Council as part of its annual Excellence in Research for Australia (ERA) rankings. ,The rankings evaluate the research strengths of Australian universities by discipline, following a rigorous assessment process by internationally respected experts.,Of the 22 broad disciplines rated by the ERA, Monash was eligible for assessment in 20. Ten of the disciplines were rated higher than in the inaugural ERA rankings released in 2010.,Eight disciplines - Chemical Sciences, Engineering, Technology, Medical and Health Sciences, Economics, Law and Legal Studies, History and Archaeology and Philosophy and Religious studies - were awarded the highest possible ranking of five.,Monash is a university of progress and optimism. We see a brighter future as more than just a possibility - it is something for which we are directly responsible; something we can help to create.,It is the university's role to tackle the big questions and help society meet the challenges of the future. Above all, we will achieve this through education and investigation, which is why Monash has an ambition to become one of the world's top research and teaching institutions.,Already our global reach is more extensive than that of any Australian university. We will continue to engage with the world on all fronts, including research, teaching and collaborative partnerships, but Monash University seeks to be more than an agent of community action and development - we want to embed ourselves in the communities that we serve.,Our academics are among the best in the world, our professional staff are revolutionising the way the university operates and the ways our students can succeed are as limitless as their imaginations."
Nanyang Technological University ,174,49.0,43.6,96.3,40.0,51.7,45.0,"A research-intensive public university, Nanyang Technological University (NTU) in Singapore has 32,500 undergraduates and post graduates at its four colleges of Engineering, Business, Science, and Humanities, Arts, & Social Sciences. Its  medical school, the Lee Kong Chian School of Medicine, is set up jointly with Imperial College London.,NTU’s Nanyang Business School is consistently rated one of Asia's best business schools with The Economist ranking its MBA programme top in Singapore for nine straight years. Its College of Engineering has a research output among the top three universities globally and is the 5th most cited in the world. The College of Humanities, Arts & Social Sciences covers a broad range of disciplines with its premier Wee Kim Wee School of Communication and Information; a fast-growing humanities and social sciences school; and Singapore's first professional art school offering degree courses in art, design and interactive digital media. The College of Science, with award-winning faculty and world class laboratories, runs Singapore's only direct honours bachelor's degree programmes in the biological, physical and mathematical sciences., ,NTU is also home to several world-class autonomous institutes - the Earth Observatory of Singapore (EOS), the Singapore Centre on Environmental Life Sciences Engineering (SCELSE), the S. Rajaratnam School of International Studies (RSIS) and the National Institute of Education (NIE) - and various leading research centres such as the Nanyang Environment & Water Research Institute (NEWRI), Energy Research Institute @NTU (ERIAN) and Institute on Asian Consumer Insight (ACI).,A melting pot of international talents, NTU's multidisciplinary learning environment is supported by top-notch faculty, led by NTU President Professor Bertil Andersson, a world-renowned biochemist, former Trustee of the Nobel Foundation and winner of the prestigious 2010 Wilhelm Exner Medal; and Provost, Professor Freddy Boey, a leading authority in materials science and engineering who invented the world's smallest piezoelectric heart pump in 2003.,Top names at NTU include Professor Kerry Sieh, Director of EOS (former endowed Chair of Tectonics at California Institute of Technology), Professor Stephan Schuster, cluster leader at SCELSE (listed in the TIME's 100 Most Influential People in 2009), Professor Staffan Kjelleberg, Director of SCELSE (co-founder of the Centre for Marine Bio-Innovation at the University of New South Wales), and Professor Bernd Schmitt Executive Director of ACI and Director, Center on Global Brand Leadership Columbia Business School, New York."
Middle East Technical University ,183,47.7,39.5,27.2,43.9,39.5,66.4,"Although its 11,120 acre-campus is just 12 miles from the centre of the Turkish capital, the language of instruction for METU's 23,000 students is English. Its academic staff of some 2,000 scholars teach in five faculties and five graduate schools. A further 1,500 students attend its campus at Guzelyurt (Morphou) in Northern Cyprus."
University of Twente ,185,47.5,49.9,62.4,49.8,48.3,42.0,"The Netherlands' only full-campus university, 50 this year, is consciously entrepreneurial and has produced around 600 spin-off companies. Situated in 350 woodland acres on a former country estate, it has five faculties: management and governance; behavioural sciences; electrical engineering, mathematics and computer science; engineering technology; and science and technology. It accommodates some 8,800 students and around 2,500 faculty and staff."
University of Exeter ,184,47.6,40.4,62.8,32.2,42.5,57.9,"Exeter's Centre for Leadership Studies, said to be the only one in Europe, was opened in 1997. The university became fully self-sufficient in 1955, but traces its roots to the 19th-century Royal Albert Memorial College. The university comprises three campuses - Streatham, Tremough and St Luke's - and serves around 15,700 students."
Universität Konstanz ,186,47.3,42.7,93.6,,40.1,51.3,"With fewer than 10,000 students, this ""boutique"" university boasts a library with more than 2 million books, which is open around the clock. The university, which left its former Dominican monastery home for the Gleissberg campus in 1972, offers more than 100 degree courses in three faculties: sciences; humanities and law; and economics and politics."
University of Innsbruck ,187,47.2,37.9,99.5,35.0,34.8,60.2,"A university sans campus, Innsbruck is spread across the Alpine-gateway city. Before 2005, it had just six faculties, but is much more extensive today: it now employs 4,500 staff and faculty members, and has more than 27,500 students in 16 faculties. A fully formed university since 1669, its parent institution, the Innsbruck Academic Gymnasium, was financed by Tyrolean salt-mine revenues."
Karlsruhe Institute of Technology ,187,47.2,45.0,47.3,40.0,35.4,60.7,"Known as the Fridericiana after the grand duke who set it up in 1825, the university was a computer pioneer by the mid-1960s: in 1984, it received Germany's first email. In 2009, the institution amalgamated with the city's nuclear research centre to form KIT. Today, 8,000 staff in 11 faculties and research centres cater for 18,000 students."
Eberhard Karls Universität Tübingen ,189,47.0,45.9,57.8,32.3,36.3,57.3,"Kepler and Hegel are among the alumni of this institution, one of the oldest universities in Germany. It was founded in 1477 by Count Eberhard and given its current name in 1769 by Duke Karl Eugen. It accommodates around 23,000 students in 14 faculties and about 2,450 academic staff."
University of Cincinnati ,190,46.9,43.6,18.9,32.5,40.4,61.5,"Cincinnati is the first American university to benchmark its services to international students, of whom it has 2,500 drawn from more than 100 countries. They are part of a 40,000-strong student body undertaking around 600 study courses, from two-year associate's degrees to doctoral and postdoctoral education, at 13 colleges."
Yonsei University ,190,46.9,43.0,28.0,40.4,48.7,52.2,"Founded by American missionaries, Yonsei, which describes itself as a learning centre based on Christian principles, adopted as its motto: ""The truth will set you free"" (John 8:32). This mission school's 2007 charter mandates the make-up of its board as two Presbyterians, a Methodist and an Anglican. The university instructs around 29,000 students supervised by some 4,200 faculty members."
KTH Royal Institute of Technology ,193,46.8,49.1,64.2,100.0,56.2,29.2,"Founded in 1827 as the Kungliga Tekniska högskolan, KTH moved to its central Stockholm campus in 1917. It and its four satellites accommodate some 14,500 students and an academic staff of more than 2,900, who are responsible for a third of all higher technical and engineering research and teaching in Sweden."
Dalhousie University ,193,46.8,41.6,44.9,,50.2,48.8,"Sited on 79 acres of the Halifax Peninsula, the institution was founded in 1818 by George Ramsey, the ninth Earl of Dalhousie. Its 11 faculties offer 180 undergraduate and postgraduate programmes to 16,000 students."
Drexel University ,190,46.9,45.0,60.6,27.4,35.9,58.2,"Boasting one of the world's oldest and largest work-placement programmes, the university was founded by philanthropist Anthony J. Drexel in 1891. It has some 22,500 students and an academic staff of about 2,500 in 13 faculties and schools on its 74-acre main campus and four satellites, including one in Sacramento."
University of Vienna,195,46.7,47.6,63.2,27.0,45.7,45.6,"The German-speaking world's oldest university (established in 1365) made notable contributions to 20th-century medicine, producing five Nobel winners (in 1914, 1927, 1930, 1936 and 1973). Other laureates include Erwin Schrödinger (Physics, 1933) for pioneering quantum wave mechanics and Friedrich von Hayek (Economics, 1974). Two theology faculties (one Catholic, one Protestant) figure among 19 schools attended by some 85,000 students."
Kent State University ,196,46.5,33.5,15.9,26.3,33.3,76.8,"Kent State was 60 years old when four students were shot during a Vietnam War protest on 4 May 1970. Forty years on, its international reputation is based on its achievements as an eight-campus public research university. There, around 38,400 students are offered 200 majors and minors by some 2,300 scholars in 10 colleges."
Zhejiang University ,197,46.4,54.6,29.6,70.3,41.3,44.3,"One of China's largest library collections, containing 6.9 million volumes, can be found at this east coast university, where more than 8,400 faculty are responsible for 39,000 students. Stemming from Quishi Academy's 1897 foundation by the pro-Western Mayor of Hangzhou, Lin Ch'i, the university covers 11 branches of learning in 26 colleges and schools."
University of Illinois at Chicago ,197,46.4,57.8,51.8,,46.8,34.7,"With its genesis in the establishment of three private health colleges in the 19th century, the university operates the US' largest medical school, with annual research expenditure exceeding $340 million, along with Illinois' major public medical centre. Today, around 26,200 students are taught in 15 colleges."
Swedish University of Agricultural Sciences ,199,46.2,43.3,,99.9,49.5,41.7,"In 1977, this institution was created through the merger of three scholastic organisations, one of them a 200-year-old veterinary college founded by a student of the master taxonomist, Carolus Linnaeus. A tuition-intensive institution, its 3,000 students - 700 of whom are engaged in doctoral studies - work under the tutelage of 3,000 staff."
Simon Fraser University ,199,46.2,32.9,51.9,37.9,44.2,60.2,"Named after the famous fur trader and explorer, Simon Fraser University is Canada's top-ranked comprehensive university. With campuses in Vancouver, Burnaby, and Surrey, B.C., SFU engages actively with the community in its research and teaching, delivers almost 150 programs to more than 30,000 students, and has more than 120,000 alumni in 130 countries."
